CASA DORADA PRODUCTS REPORT
Code; Name;Product type;Product size;Ingredients;State;Price
567;Trevar;Caldo;Familiar;Papas,Cabano,Costilla;ACTIVE;13526.0
568;Patsy;Plato secundario;Familiar;Ostras,Lomo biche,Papas;ACTIVE;54361.0
569;Leticia;Caldo;Caja personal;Pollo,Costilla,Maduro;ACTIVE;5372.0
570;Alidia;Plato principal;Personal;Camaron,Ostras,Chicharron;ACTIVE;126956.0
571;Conny;Adicionales;Combo para dos;Chorizo,Cebolla,Ostras;ACTIVE;79577.0
572;Barbara;Plato principal;Combo para dos;Costilla de cerdo,Chicharron,Ostras;ACTIVE;63424.0
573;Austin;Adicionales;Caja para dos;Chorizo,Cebolla,Ostras;ACTIVE;78036.0
574;Welsh;Bebida;Familiar;Verduras,Chuleta,Maduro;ACTIVE;36487.0
575;Helga;Bebida;Combo para dos;Maduro,Chicharron,Jamon;ACTIVE;36928.0
576;Vivie;Plato principal;Personal;Cebolla,Cerdo,Lomo biche;ACTIVE;123456.0
577;Kim;Sopa;Familiar;Ostras,Pollo,Batavia;ACTIVE;106722.0
578;Aston Martin;Bandeja;Combo para dos;Cabano,Cerdo,Camaron;ACTIVE;138495.0
579;Sonja;Plato secundario;Familiar;Batavia,Papas,Ostras;ACTIVE;121219.0
580;Pauly;Plato secundario;Caja personal;Verduras,Verduras,Chuleta;ACTIVE;105894.0
581;Quinton;Plato secundario;Caja personal;Ostras,Papas,Pulpo;ACTIVE;18918.0
582;Cherise;Sopa;Combo para dos;Jamon,Ostras,Cerdo;ACTIVE;138788.0
583;Rolls-Royce;Plato secundario;Caja para dos;Cabano,Costilla,Jamon;ACTIVE;7033.0
584;Margery;Plato principal;Caja para dos;Costilla de cerdo,Cebolla,Maduro;ACTIVE;101423.0
585;Fredi;Sopa;Personal;Papas,Batavia,Papas a la francesa;ACTIVE;102335.0
586;Phedra;Postre;Caja para dos;Verduras,Papas,Costilla;ACTIVE;102871.0
587;Lauren;Bandeja;Personal;Costilla,Chuleta,Costilla de cerdo;ACTIVE;2412.0
588;Denice;Bebida;Caja para dos;Jamon,Pulpo,Cebolla;ACTIVE;137800.0
589;Jania;Adicionales;Personal;Lomo biche,Verduras,Lomo biche;ACTIVE;137544.0
590;Lola;Plato secundario;Combo para dos;Ostras,Jamon,Ostras;ACTIVE;42803.0
591;Tomkin;Bebida;Caja para dos;Pollo,Costilla,Cabano;ACTIVE;7756.0
592;Dilly;Bandeja;Caja para dos;Chorizo,Papas a la francesa,Chorizo;ACTIVE;52730.0
593;Wilmette;Adicionales;Caja personal;Chicharron,Cabano,Chicharron;ACTIVE;104650.0
594;Filmer;Plato principal;Personal;Costilla de cerdo,Jamon,Maduro;ACTIVE;35618.0
595;Fina;Caldo;Familiar;Chuleta,Chicharron,Papas a la francesa;ACTIVE;76085.0
596;Una;Sopa;Combo para dos;Maduro,Verduras,Lomo biche;ACTIVE;140355.0
597;Donny;Bandeja;Caja personal;Verduras,Verduras,Pollo;ACTIVE;55242.0
598;Charlton;Adicionales;Combo para dos;Chicharron,Papas,Cerdo;ACTIVE;86409.0
599;Charlie;Plato principal;Familiar;Cerdo,Camaron,Cerdo;ACTIVE;46135.0
600;Judith;Plato principal;Combo para dos;Papas a la francesa,Batavia,Costilla de cerdo;ACTIVE;51720.0
601;Junia;Bebida;Caja para dos;Camaron,Chicharron,Batavia;ACTIVE;41819.0
602;Parrnell;Caldo;Caja para dos;Papas,Maduro,Verduras;ACTIVE;45707.0
603;Hobey;Bebida;Caja para dos;Pollo,Cebolla,Camaron;ACTIVE;73892.0
604;Edlin;Postre;Caja personal;Camaron,Chuleta,Chorizo;ACTIVE;131714.0
605;Yardley;Sopa;Caja personal;Cebolla,Jamon,Jamon;ACTIVE;146588.0
606;Paige;Plato principal;Caja para dos;Cerdo,Pulpo,Verduras;ACTIVE;106592.0
607;Marisa;Plato secundario;Combo para dos;Chicharron,Cabano,Camaron;ACTIVE;84302.0
608;Skyler;Bandeja;Caja para dos;Cerdo,Cerdo,Jamon;ACTIVE;100855.0
609;Donica;Postre;Caja personal;Camaron,Costilla,Cabano;ACTIVE;30618.0
610;Nanice;Bandeja;Familiar;Maduro,Camaron,Lomo biche;ACTIVE;50531.0
611;Weylin;Bandeja;Personal;Cabano,Maduro,Chuleta;ACTIVE;130048.0
612;Hummer;Caldo;Personal;Maduro,Pollo,Jamon;ACTIVE;66430.0
613;Maurice;Adicionales;Caja para dos;Pulpo,Camaron,Cabano;ACTIVE;82167.0
614;Chalmers;Bebida;Caja personal;Cebolla,Ostras,Lomo de cerdo ahumado;ACTIVE;55276.0
615;Sampson;Bandeja;Combo para dos;Maduro,Pulpo,Papas;ACTIVE;78248.0
616;Melisa;Sopa;Combo para dos;Cerdo,Cabano,Chicharron;ACTIVE;112006.0
617;Lincoln;Adicionales;Caja personal;Papas a la francesa,Cabano,Maduro;ACTIVE;98778.0
618;Lola;Plato secundario;Caja personal;Ostras,Jamon,Ostras;ACTIVE;71184.0
619;Vivie;Plato principal;Familiar;Cebolla,Cerdo,Lomo biche;ACTIVE;15248.0
620;Irving;Caldo;Personal;Cabano,Jamon,Chorizo;ACTIVE;84260.0
621;Rosene;Adicionales;Familiar;Papas,Chuleta,Verduras;ACTIVE;46961.0
622;Ferrel;Bandeja;Personal;Maduro,Verduras,Cabano;ACTIVE;14795.0
623;Missy;Bandeja;Combo para dos;Verduras,Costilla de cerdo,Chicharron;ACTIVE;122797.0
624;Ado;Adicionales;Familiar;Jamon,Cebolla,Cabano;ACTIVE;96260.0
625;Georgeanne;Caldo;Combo para dos;Camaron,Cerdo,Papas;ACTIVE;110407.0
626;Sayre;Postre;Familiar;Lomo de cerdo ahumado,Papas a la francesa,Chuleta;ACTIVE;144659.0
627;Aubrey;Bandeja;Familiar;Chicharron,Papas a la francesa,Papas;ACTIVE;56522.0
628;Desayuno;Caldo;Combo para dos;Pulpo,Papas,Ostras;ACTIVE;46188.0
629;Inness;Plato secundario;Caja para dos;Camaron,Lomo biche,Batavia;ACTIVE;20855.0
630;Isabel;Caldo;Caja para dos;Pollo,Batavia,Batavia;ACTIVE;69365.0
631;Clemmy;Plato principal;Combo para dos;Chorizo,Ostras,Costilla de cerdo;ACTIVE;6598.0
632;Kassandra;Postre;Personal;Cebolla,Cabano,Papas a la francesa;ACTIVE;16664.0
633;Tomkin;Bebida;Caja personal;Pollo,Costilla,Cabano;ACTIVE;28836.0
634;Olenka;Caldo;Combo para dos;Lomo de cerdo ahumado,Verduras,Camaron;ACTIVE;37116.0
635;Maxie;Sopa;Personal;Chorizo,Jamon,Ostras;ACTIVE;109210.0
636;Daewoo;Adicionales;Familiar;Papas a la francesa,Cebolla,Papas;ACTIVE;130735.0
637;Jesselyn;Caldo;Personal;Verduras,Jamon,Cerdo;ACTIVE;107710.0
638;Phil;Plato secundario;Combo para dos;Papas a la francesa,Papas,Costilla de cerdo;ACTIVE;77876.0
639;Candida;Plato principal;Familiar;Chuleta,Maduro,Papas;ACTIVE;146219.0
640;Shanan;Plato secundario;Caja para dos;Pulpo,Cerdo,Cabano;ACTIVE;82183.0
641;Isador;Plato principal;Caja para dos;Chicharron,Papas,Camaron;ACTIVE;89185.0
642;Lesley;Bebida;Combo para dos;Pollo,Ostras,Batavia;ACTIVE;104032.0
643;Tomas;Bandeja;Caja para dos;Cabano,Papas a la francesa,Cabano;ACTIVE;13551.0
644;Ingaborg;Bebida;Caja para dos;Costilla,Costilla,Pollo;ACTIVE;106505.0
645;Nick;Postre;Caja para dos;Papas a la francesa,Cerdo,Costilla;ACTIVE;114780.0
646;MINI;Sopa;Familiar;Chuleta,Verduras,Camaron;ACTIVE;111824.0
647;Eberhard;Plato principal;Combo para dos;Pulpo,Papas,Pulpo;ACTIVE;65763.0
648;Hummer;Caldo;Caja personal;Maduro,Pollo,Jamon;ACTIVE;4822.0
649;Terrell;Bebida;Personal;Verduras,Pulpo,Chuleta;ACTIVE;36473.0
650;Corbin;Adicionales;Combo para dos;Pulpo,Costilla de cerdo,Ostras;ACTIVE;54538.0
651;Lonnard;Sopa;Combo para dos;Chicharron,Chicharron,Chicharron;ACTIVE;44799.0
652;Rodolphe;Postre;Combo para dos;Chorizo,Lomo de cerdo ahumado,Lomo biche;ACTIVE;20201.0
653;Lucretia;Plato secundario;Caja para dos;Papas,Cebolla,Chorizo;ACTIVE;19587.0
654;Annabelle;Bebida;Caja para dos;Ostras,Jamon,Chuleta;ACTIVE;20268.0
655;Lauren;Bandeja;Combo para dos;Costilla,Chuleta,Costilla de cerdo;ACTIVE;107528.0
656;Pauly;Plato secundario;Personal;Verduras,Verduras,Chuleta;ACTIVE;32589.0
657;Tedd;Plato secundario;Familiar;Costilla,Chuleta,Chorizo;ACTIVE;98625.0
658;Fin;Sopa;Familiar;Cebolla,Ostras,Lomo de cerdo ahumado;ACTIVE;109297.0
659;Alexei;Sopa;Personal;Costilla,Cabano,Papas;ACTIVE;4896.0
660;Kent;Plato secundario;Personal;Jamon,Chuleta,Costilla;ACTIVE;69945.0
661;Skelly;Adicionales;Caja personal;Cabano,Lomo de cerdo ahumado,Chuleta;ACTIVE;147809.0
662;Rosene;Adicionales;Personal;Papas,Chuleta,Verduras;ACTIVE;107486.0
663;Lamborghini;Adicionales;Familiar;Verduras,Pollo,Papas a la francesa;ACTIVE;148344.0
664;Dunstan;Caldo;Familiar;Pollo,Pulpo,Jamon;ACTIVE;37892.0
665;Earlie;Postre;Caja para dos;Camaron,Pulpo,Chicharron;ACTIVE;33098.0
666;Ram;Bandeja;Combo para dos;Papas a la francesa,Batavia,Verduras;ACTIVE;120417.0
667;Northrop;Caldo;Caja para dos;Chicharron,Cabano,Lomo de cerdo ahumado;ACTIVE;149042.0
668;Ulrike;Adicionales;Caja para dos;Chuleta,Costilla,Cebolla;ACTIVE;99979.0
669;Alisun;Caldo;Combo para dos;Camaron,Cebolla,Costilla de cerdo;ACTIVE;53696.0
670;Teador;Adicionales;Combo para dos;Chorizo,Chicharron,Papas a la francesa;ACTIVE;140006.0
671;Powell;Bebida;Familiar;Ostras,Verduras,Chorizo;ACTIVE;68216.0
672;Anatol;Caldo;Caja personal;Papas a la francesa,Chicharron,Cabano;ACTIVE;115127.0
673;Sayre;Postre;Combo para dos;Lomo de cerdo ahumado,Papas a la francesa,Chuleta;ACTIVE;101386.0
674;Angelo;Sopa;Personal;Lomo de cerdo ahumado,Lomo biche,Cebolla;ACTIVE;139453.0
675;Rodolphe;Postre;Familiar;Chorizo,Lomo de cerdo ahumado,Lomo biche;ACTIVE;5772.0
676;Tomkin;Bebida;Familiar;Pollo,Costilla,Cabano;ACTIVE;72244.0
677;Phylis;Plato principal;Combo para dos;Camaron,Lomo biche,Pollo;ACTIVE;114621.0
678;Merkur;Bebida;Familiar;Papas a la francesa,Chorizo,Chorizo;ACTIVE;100151.0
679;Isidora;Plato principal;Personal;Maduro,Papas,Lomo de cerdo ahumado;ACTIVE;118246.0
680;Bunnie;Sopa;Caja para dos;Papas,Camaron,Pulpo;ACTIVE;66798.0
681;Amaleta;Caldo;Personal;Ostras,Batavia,Ostras;ACTIVE;19842.0
682;Daewoo;Adicionales;Caja personal;Papas a la francesa,Cebolla,Papas;ACTIVE;52594.0
683;Refrigerio;Plato secundario;Caja personal;Chicharron,Chicharron,Chicharron;ACTIVE;128189.0
684;Tomlin;Caldo;Caja para dos;Papas a la francesa,Pollo,Papas;ACTIVE;108418.0
685;Gerrie;Adicionales;Familiar;Pulpo,Costilla de cerdo,Camaron;ACTIVE;124768.0
686;Hyundai;Sopa;Caja para dos;Chuleta,Costilla,Camaron;ACTIVE;38564.0
687;Arabelle;Plato secundario;Caja para dos;Papas,Jamon,Chuleta;ACTIVE;126000.0
688;Noah;Plato secundario;Personal;Papas,Lomo de cerdo ahumado,Jamon;ACTIVE;135972.0
689;Denice;Bebida;Combo para dos;Jamon,Pulpo,Cebolla;ACTIVE;3835.0
690;Teador;Adicionales;Caja para dos;Chorizo,Chicharron,Papas a la francesa;ACTIVE;9611.0
691;Any;Postre;Combo para dos;Papas,Costilla de cerdo,Cebolla;ACTIVE;49014.0
692;Raimondo;Plato secundario;Caja personal;Batavia,Lomo biche,Cebolla;ACTIVE;53525.0
693;Taylor;Sopa;Familiar;Lomo de cerdo ahumado,Pulpo,Lomo biche;ACTIVE;6187.0
694;Leonidas;Caldo;Caja para dos;Costilla de cerdo,Lomo biche,Ostras;ACTIVE;107450.0
695;Ambrosi;Adicionales;Personal;Pollo,Chorizo,Chicharron;ACTIVE;14743.0
696;Marshal;Plato secundario;Personal;Chuleta,Cebolla,Costilla;ACTIVE;101782.0
697;Editha;Adicionales;Familiar;Cebolla,Maduro,Batavia;ACTIVE;75849.0
698;Chalmers;Bebida;Combo para dos;Cebolla,Ostras,Lomo de cerdo ahumado;ACTIVE;35365.0
699;Rhea;Postre;Combo para dos;Jamon,Chorizo,Camaron;ACTIVE;18649.0
700;Phedra;Postre;Personal;Verduras,Papas,Costilla;ACTIVE;32590.0
701;Rosmunda;Bandeja;Personal;Lomo de cerdo ahumado,Chicharron,Camaron;ACTIVE;106056.0
702;Louise;Caldo;Familiar;Costilla,Cerdo,Pulpo;ACTIVE;81721.0
703;Lefty;Plato secundario;Caja para dos;Chorizo,Cerdo,Cebolla;ACTIVE;110386.0
704;Dallas;Sopa;Personal;Batavia,Chicharron,Cerdo;ACTIVE;30814.0
705;Hildy;Sopa;Caja para dos;Costilla,Maduro,Chuleta;ACTIVE;46508.0
706;Sayre;Postre;Caja para dos;Lomo de cerdo ahumado,Papas a la francesa,Chuleta;ACTIVE;50276.0
707;Molli;Adicionales;Personal;Maduro,Pollo,Chuleta;ACTIVE;129038.0
708;Ava;Sopa;Caja personal;Cabano,Jamon,Chuleta;ACTIVE;132296.0
709;Paolo;Adicionales;Personal;Papas a la francesa,Cerdo,Pollo;ACTIVE;90951.0
710;Codie;Sopa;Combo para dos;Ostras,Camaron,Papas a la francesa;ACTIVE;139666.0
711;Dido;Bandeja;Caja para dos;Lomo de cerdo ahumado,Chicharron,Batavia;ACTIVE;37270.0
712;Barron;Adicionales;Caja para dos;Ostras,Chorizo,Papas a la francesa;ACTIVE;94207.0
713;Antoine;Adicionales;Familiar;Batavia,Cerdo,Pollo;ACTIVE;3910.0
714;Sayre;Postre;Caja personal;Lomo de cerdo ahumado,Papas a la francesa,Chuleta;ACTIVE;122817.0
715;Estrellita;Adicionales;Combo para dos;Costilla de cerdo,Chorizo,Cebolla;ACTIVE;115574.0
716;Land Rover;Sopa;Caja personal;Lomo de cerdo ahumado,Chorizo,Camaron;ACTIVE;148247.0
717;Mab;Plato secundario;Caja personal;Lomo de cerdo ahumado,Ostras,Papas;ACTIVE;116295.0
718;Chrysler;Caldo;Personal;Ostras,Papas a la francesa,Chicharron;ACTIVE;83408.0
719;Cindra;Sopa;Combo para dos;Lomo biche,Jamon,Cebolla;ACTIVE;60574.0
720;Hamil;Bebida;Caja para dos;Papas,Pulpo,Chicharron;ACTIVE;3258.0
721;Reba;Plato principal;Caja personal;Pulpo,Camaron,Maduro;ACTIVE;39439.0
722;Sonja;Plato secundario;Caja personal;Batavia,Papas,Ostras;ACTIVE;129770.0
723;Lindon;Bandeja;Personal;Costilla,Costilla de cerdo,Chuleta;ACTIVE;112958.0
724;Chop Suey;Plato principal;Familiar;Maduro,Costilla,Lomo biche;ACTIVE;147300.0
725;Holden;Postre;Combo para dos;Cabano,Costilla,Papas;ACTIVE;109572.0
726;Calv;Sopa;Caja para dos;Papas a la francesa,Cerdo,Pollo;ACTIVE;69832.0
727;Harlen;Bebida;Familiar;Papas,Chuleta,Pollo;ACTIVE;107460.0
728;Mab;Plato secundario;Familiar;Lomo de cerdo ahumado,Ostras,Papas;ACTIVE;38458.0
729;Carlin;Postre;Combo para dos;Cebolla,Cabano,Papas a la francesa;ACTIVE;3780.0
730;Talbert;Adicionales;Caja personal;Chuleta,Lomo de cerdo ahumado,Papas;ACTIVE;70858.0
731;Evangelin;Postre;Caja para dos;Jamon,Lomo biche,Batavia;ACTIVE;127474.0
732;Glynn;Caldo;Combo para dos;Lomo biche,Lomo biche,Ostras;ACTIVE;141286.0
733;Nowell;Bandeja;Personal;Lomo de cerdo ahumado,Chuleta,Chicharron;ACTIVE;92156.0
734;Dore;Plato secundario;Personal;Jamon,Chuleta,Verduras;ACTIVE;25307.0
735;Louise;Caldo;Combo para dos;Costilla,Cerdo,Pulpo;ACTIVE;54148.0
736;Koralle;Bebida;Personal;Lomo de cerdo ahumado,Jamon,Papas;ACTIVE;108596.0
737;Bordie;Bebida;Caja para dos;Cebolla,Cerdo,Costilla de cerdo;ACTIVE;141249.0
738;Lindy;Adicionales;Caja para dos;Lomo de cerdo ahumado,Camaron,Costilla de cerdo;ACTIVE;108846.0
739;Etan;Bebida;Combo para dos;Cebolla,Maduro,Batavia;ACTIVE;113037.0
740;Rogers;Postre;Combo para dos;Camaron,Costilla,Lomo de cerdo ahumado;ACTIVE;10042.0
741;Gabrila;Plato principal;Caja para dos;Lomo de cerdo ahumado,Maduro,Batavia;ACTIVE;116252.0
742;Rosabelle;Caldo;Personal;Maduro,Cabano,Cebolla;ACTIVE;24417.0
743;Regen;Plato principal;Combo para dos;Papas a la francesa,Verduras,Batavia;ACTIVE;143737.0
